gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2710197731	372	70.49	1	364	1	365	0.0e+00	554	COG0686	Alanine dehydrogenase	371
2710197732	442	22.77	1	413	21	461	5.0e-25	109	COG1953	Cytosine/uracil/thiamine/allantoin permease	497
2710197742	303	40.42	1	285	97	370	8.0e-68	250	COG4948	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	372
2710197745	312	43.71	1	309	4	314	1.0e-58	220	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	322
2710197746	317	53.8	14	313	8	307	6.0e-65	241	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	316
2710197747	496	53.86	3	492	9	500	0.0e+00	659	COG1129	ABC-type sugar transport system, ATPase component	500
2710197748	128	60.74	1	128	1	135	1.0e-42	165	COG1869	D-ribose pyranose/furanose isomerase RbsD	135
2710197749	296	40.78	5	296	1	309	2.0e-55	209	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2710197750	326	38.97	2	325	1	331	6.0e-82	297	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2710197757	239	37.7	1	239	6	254	2.0e-45	176	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2710197758	210	24.73	9	178	1	182	6.0e-13	67.9	COG0693	Putative intracellular protease/amidase	188
2710197759	320	24.92	1	316	4	307	1.0e-37	150	COG2378	Predicted DNA-binding transcriptional regulator YafY, contains an HTH and WYL domains	311
2710197760	162	34.93	21	162	39	184	8.0e-22	96.6	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2710197761	234	56.77	1	229	1	229	3.0e-81	294	COG1794	Aspartate/glutamate racemase	230
2710197763	337	34.17	209	327	1	119	2.0e-17	83.4	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2710197764	265	27.82	4	260	1	250	4.0e-36	144	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2710197766	412	25.93	236	390	142	299	4.0e-06	46.4	COG3547	Transposase	303
2710197769	280	32.31	1	276	2	293	3.0e-54	205	COG4974	Site-specific recombinase XerD	300
2710197772	476	34.72	27	474	1	453	9.0e-104	370	COG1167	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	459
2710197773	308	21	1	294	1	283	3.0e-07	49.8	COG2962	Uncharacterized membrane protein RarD, contains two EamA domains	293
2710197776	282	21.58	3	138	22	155	1.0e-05	43.8	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2710197780	179	24.86	4	176	1	181	5.0e-24	104	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710197781	100	48.78	1	82	1	82	2.0e-18	84.5	COG1742	Uncharacterized inner membrane protein YnfA, drug/metabolite transporter superfamily	109
2710197784	342	51.73	4	342	6	351	4.0e-116	411	COG0407	Uroporphyrinogen-III decarboxylase	352
2710197785	310	36.17	1	310	1	320	3.0e-84	305	COG0276	Protoheme ferro-lyase (ferrochelatase)	320
2710197786	466	39.74	7	463	1	444	5.0e-111	395	COG1232	Protoporphyrinogen oxidase	444
2710197787	468	38.5	53	457	4	415	9.0e-95	340	COG3858	Spore germination protein YaaH	423
2710197788	190	25.41	4	184	12	190	1.0e-12	66.6	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2710197789	732	31.69	8	732	6	775	3.0e-116	412	COG1511	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	780
2710197792	244	26.55	1	244	2	291	3.0e-42	165	COG1234	Ribonuclease BN, tRNA processing enzyme	292
2710197793	328	48	1	242	1	248	3.0e-67	249	COG0095	Lipoate-protein ligase A	248
2710197794	518	41.62	1	517	11	527	0.0e+00	483	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2710197796	258	43.19	1	255	4	257	7.0e-57	214	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2710197799	533	42.64	2	528	4	533	0.0e+00	512	COG3290	Sensor histidine kinase regulating citrate/malate metabolism	537
2710197800	236	44.69	2	226	1	223	1.0e-60	226	COG4565	Response regulator of citrate/malate metabolism	224
2710197801	461	52.14	46	458	15	434	1.0e-124	440	COG3493	Na+/citrate or Na+/malate symporter	438
2710197802	296	27.24	2	296	8	308	1.0e-30	127	COG0679	Predicted permease	311
2710197803	416	21.43	42	219	16	197	3.0e-04	40.4	COG2391	Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains	198
2710197804	354	33.69	3	348	53	423	2.0e-57	216	COG5337	Spore coat protein CotH	473
2710197806	239	33.76	8	238	7	237	1.0e-32	133	COG1296	Predicted branched-chain amino acid permease (azaleucine resistance)	238
2710197807	103	32.35	5	102	6	107	4.0e-07	46.3	COG4392	Branched-chain amino acid transport protein	107
2710197808	424	19.39	103	423	11	302	8.0e-18	85.4	COG0501	Zn-dependent protease with chaperone function	302
2710197810	221	36.77	1	220	5	224	1.0e-36	146	COG2323	Uncharacterized membrane protein YcaP, DUF421 family	224
2710197812	189	33.54	7	164	8	160	5.0e-30	124	COG4903	Competence transcription factor ComK	190
2710197814	656	33.13	2	656	1	617	6.0e-114	405	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	620
2710197815	213	30.16	10	198	33	221	7.0e-32	130	COG0398	Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain	223
2710197816	186	33.77	6	154	4	157	3.0e-17	81.6	COG0681	Signal peptidase I	166
2710197819	406	29.44	40	390	8	366	5.0e-47	182	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	366
2710197820	270	46.56	19	263	4	250	5.0e-78	284	COG0411	ABC-type branched-chain amino acid transport system, ATPase component	250
2710197821	236	44.49	4	235	2	237	1.0e-71	262	COG0410	ABC-type branched-chain amino acid transport system, ATPase component	237
2710197822	286	35.25	1	286	3	294	1.0e-34	140	COG0559	Branched-chain amino acid ABC-type transport system, permease component	297
2710197823	331	34.2	14	316	11	314	3.0e-47	182	COG4177	ABC-type branched-chain amino acid transport system, permease component	314
2710197824	334	26.35	1	332	2	323	1.0e-40	161	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase III	323
2710197825	303	25.85	8	298	3	281	1.0e-25	110	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2710197826	247	44.27	1	245	1	250	7.0e-57	213	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2710197827	392	40.3	1	389	1	388	5.0e-88	318	COG0183	Acetyl-CoA acetyltransferase	392
2710197828	399	27.8	181	399	45	236	3.0e-45	176	COG2356	Endonuclease I	237
2710197829	495	34.87	1	494	10	527	2.0e-117	416	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2710197830	186	32.77	17	186	9	185	4.0e-23	101	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2710197831	385	22.36	24	334	30	341	2.0e-16	80.2	COG2814	Predicted arabinose efflux permease, MFS family	394
2710197832	1160	39.67	1	1156	1	1105	0.0e+00	996	COG3857	ATP-dependent helicase/DNAse subunit B	1108
2710197833	1252	26.93	14	1252	3	1138	0.0e+00	624	COG1074	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	1139
2710197841	395	34.91	1	392	1	390	3.0e-61	229	COG2311	Uncharacterized membrane protein YeiB	394
2710197842	289	46.54	30	286	11	261	3.0e-77	281	COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	266
2710197845	615	37.02	1	603	1	535	1.0e-126	447	COG0367	Asparagine synthetase B (glutamine-hydrolyzing)	542
2710197846	508	31.34	1	497	1	487	3.0e-87	316	COG1233	Phytoene dehydrogenase-related protein	487
2710197847	500	32.08	1	471	4	476	7.0e-69	255	COG1233	Phytoene dehydrogenase-related protein	487
2710197848	278	35.9	6	274	8	279	2.0e-58	219	COG1562	Phytoene/squalene synthetase	288
2710197849	461	40.54	32	421	3	404	2.0e-94	339	COG0004	Ammonia channel protein AmtB	409
2710197850	113	47.32	1	112	1	112	7.0e-29	119	COG0347	Nitrogen regulatory protein PII	112
2710197853	309	31.15	11	71	6	66	9.0e-07	47.9	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	68
2710197854	279	27.49	1	275	1	287	1.0e-32	133	COG0583	DNA-binding transcriptional regulator, LysR family	297
2710197855	289	27.78	8	256	5	256	3.0e-15	75.8	COG0730	Uncharacterized membrane protein YfcA	258
2710197856	430	21.66	4	411	1	409	3.0e-39	156	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2710197857	190	37.64	15	188	5	182	1.0e-32	132	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2710197859	470	41.05	2	181	43	231	1.0e-41	164	COG0860	N-acetylmuramoyl-L-alanine amidase	231
2710197861	253	46.67	7	245	2	231	8.0e-70	257	COG3910	Predicted ATPase	233
2710197863	491	29.76	28	491	3	446	3.0e-79	289	COG1231	Monoamine oxidase	450
2710197866	462	32.68	2	459	1	444	1.0e-79	291	COG1232	Protoporphyrinogen oxidase	444
2710197868	339	30.36	214	325	2	113	6.0e-08	51.9	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	117
2710197870	253	34.89	1	232	6	237	1.0e-48	186	COG0300	Short-chain dehydrogenase	265
2710197871	123	26.83	2	122	1	123	1.0e-17	81.7	COG0789	DNA-binding transcriptional regulator, MerR family	124
2710197872	718	29.58	5	716	1	780	4.0e-109	389	COG1511	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	780
2710197873	295	40	2	293	3	296	3.0e-72	265	COG1597	Diacylglycerol kinase family enzyme	301
2710197877	174	20.89	16	170	20	176	4.0e-07	47.7	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2710197879	292	27.55	2	291	2	288	4.0e-34	138	COG0583	DNA-binding transcriptional regulator, LysR family	297
2710197880	361	43.75	1	358	15	379	2.0e-99	356	COG0372	Citrate synthase	390
2710197881	118	31.36	3	114	5	122	7.0e-13	66.1	COG3324	Predicted enzyme related to lactoylglutathione lyase	127
2710197882	169	28.1	21	137	10	119	1.0e-08	53.1	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2710197883	168	29.11	1	152	2	159	2.0e-14	72.3	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2710197884	259	21.98	64	242	7	186	5.0e-13	68.3	COG1357	Uncharacterized protein YjbI, contains pentapeptide repeats	238
2710197885	303	37.79	1	297	4	292	1.0e-68	253	COG1131	ABC-type multidrug transport system, ATPase component	293
2710197887	152	32.56	58	140	72	157	5.0e-07	47.3	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2710197888	162	22.22	2	159	19	176	5.0e-10	57.4	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710197890	314	25.08	2	296	71	365	3.0e-27	116	COG1680	CubicO group peptidase, beta-lactamase class C family	390
2710197891	150	25.41	3	123	9	119	2.0e-09	55.4	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2710197894	220	29.39	1	220	3	229	9.0e-27	113	COG1011	FMN phosphatase YigB, HAD superfamily	229
2710197896	91	42	34	83	9	58	1.0e-04	37.9	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	68
2710197899	358	38.94	1	352	1	328	7.0e-73	267	COG2070	NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family	336
2710197902	391	42.2	17	380	12	380	2.0e-97	349	COG1916	Pheromone shutdown protein TraB, contains GTxH motif (function unknown)	388
2710197904	178	34.32	1	156	4	170	3.0e-27	114	COG0406	Broad specificity phosphatase PhoE	208
2710197907	274	46.91	1	274	1	274	5.0e-88	317	COG2362	D-aminopeptidase	274
2710197908	310	46.23	1	306	1	317	2.0e-83	302	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	317
2710197909	317	50.52	32	317	2	288	8.0e-85	307	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2710197910	337	60.88	4	319	1	314	0.0e+00	482	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	316
2710197911	541	31.92	1	541	7	561	1.0e-109	390	COG4166	ABC-type oligopeptide transport system, periplasmic component	562
2710197912	311	41.21	1	307	1	313	7.0e-88	317	COG1619	Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)	313
2710197913	359	31.49	2	355	2	357	1.0e-71	263	COG4948	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	372
2710197915	334	52.43	6	310	4	265	2.0e-105	375	COG4608	ABC-type oligopeptide transport system, ATPase component	309
2710197916	250	28.79	2	245	59	320	3.0e-28	118	COG2367	Beta-lactamase class A	329
2710197918	274	41.44	152	262	2	112	4.0e-16	78.9	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	117
2710197921	1025	21.09	21	142	27	154	1.0e-06	49.6	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2710197926	328	24.5	128	320	1	162	2.0e-20	93.8	COG0516	IMP dehydrogenase/GMP reductase	170
2710197927	182	25.17	1	143	1	142	5.0e-05	41.1	COG1514	2'-5' RNA ligase	180
2710197928	415	21.93	1	412	2	407	4.0e-41	162	COG2124	Cytochrome P450	411
2710197929	128	31.97	3	123	1	120	5.0e-13	66.7	COG0789	DNA-binding transcriptional regulator, MerR family	124
2710197930	506	36.68	1	503	11	527	3.0e-118	419	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2710197931	560	26.51	22	443	1	392	1.0e-55	211	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2710197938	104	32.81	4	67	2	65	2.0e-07	47.5	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	68
2710197939	1051	25.22	6	992	1	906	6.0e-88	319	COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...	962
2710197940	423	20.34	18	422	1	388	7.0e-23	102	COG0732	Restriction endonuclease S subunit	391
2710197941	530	38.46	4	514	7	489	5.0e-93	335	COG0286	Type I restriction-modification system, DNA methylase subunit	489
2710197943	367	29.63	5	111	4	111	8.0e-07	48.5	COG1396	Transcriptional regulator, contains XRE-family HTH domain	120
2710197949	421	18.69	10	397	13	384	2.0e-05	44	COG2814	Predicted arabinose efflux permease, MFS family	394
2710197951	369	27.69	122	358	25	252	1.0e-28	120	COG0476	Molybdopterin or thiamine biosynthesis adenylyltransferase	254
2710197952	95	26.25	6	85	2	79	2.0e-03	34.1	COG0236	Acyl carrier protein	80
2710197960	143	57.64	1	142	3	146	1.0e-47	181	COG0764	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	147
2710197962	280	30.5	1	280	1	264	2.0e-46	179	COG4786	Flagellar basal body rod protein FlgG	265
2710197963	280	35.21	1	276	1	265	1.0e-54	206	COG4786	Flagellar basal body rod protein FlgG	265
2710197964	336	61.13	1	334	4	339	1.0e-123	436	COG1077	Actin-like ATPase involved in cell morphogenesis	342
2710197967	555	41.13	1	535	3	526	0.0e+00	498	COG4147	Na+(or H+)/acetate symporter ActP	529
2710197968	100	34	1	100	2	101	2.0e-25	107	COG4327	Uncharacterized membrane protein	101
2710197971	145	22.05	3	125	14	139	9.0e-06	43	COG5652	VanZ like family protein (function unknown)	148
2710197972	337	37.85	18	325	80	392	1.0e-68	253	COG2385	Peptidoglycan hydrolase (amidase) enhancer domain	397
2710197973	433	61.05	1	419	1	420	0.0e+00	617	COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase	421
2710197976	78	47.3	5	78	4	77	5.0e-13	66	COG4836	Uncharacterized membrane protein YwzB	77
2710197981	450	27.6	4	445	1	424	5.0e-63	235	COG1055	Na+/H+ antiporter NhaD or related arsenite permease	424
2710197983	134	52.99	1	132	1	134	1.0e-34	138	COG0355	FoF1-type ATP synthase, epsilon subunit	135
2710197984	467	76.5	1	466	1	468	0.0e+00	825	COG0055	FoF1-type ATP synthase, beta subunit	468
2710197985	285	50.87	5	285	1	287	8.0e-94	336	COG0224	FoF1-type ATP synthase, gamma subunit	287
2710197986	502	70.63	1	502	1	504	0.0e+00	834	COG0056	FoF1-type ATP synthase, alpha subunit	504
2710197987	178	35.39	1	177	2	178	2.0e-34	138	COG0712	FoF1-type ATP synthase, delta subunit	178
2710197988	175	40.88	16	174	3	161	2.0e-21	95.3	COG0711	FoF1-type ATP synthase, membrane subunit b or b'	161
2710197989	70	60	1	70	8	77	7.0e-05	39	COG0636	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	79
2710197990	237	39.21	14	236	28	246	9.0e-45	173	COG0356	FoF1-type ATP synthase, membrane subunit a	246
2710197993	209	66.19	1	209	1	210	2.0e-86	312	COG0035	Uracil phosphoribosyltransferase	210
2710197994	413	66.75	4	411	7	413	0.0e+00	665	COG0112	Glycine/serine hydroxymethyltransferase	413
2710197995	180	62.5	5	180	3	178	8.0e-66	242	COG4475	Uncharacterized protein YwlG, UPF0340 family	180
2710197996	147	59.06	1	147	1	149	9.0e-51	192	COG0698	Ribose 5-phosphate isomerase RpiB	151
2710197997	429	27.37	52	409	63	402	4.0e-34	139	COG0840	Methyl-accepting chemotaxis protein	408
2710197998	145	35.86	1	144	3	138	3.0e-32	131	COG0394	Protein-tyrosine-phosphatase	139
2710197999	184	38.92	7	183	2	186	1.0e-23	102	COG1971	Putative Mn2+ efflux pump MntP	190
2710198000	346	48.53	13	216	9	211	6.0e-70	258	COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	211
2710198001	146	25.56	3	124	1	130	2.0e-10	58.3	COG1246	N-acetylglutamate synthase or related acetyltransferase, GNAT family	153
2710198003	288	37.85	3	288	2	277	1.0e-55	209	COG2890	Methylase of polypeptide chain release factors	280
2710198004	356	62.75	2	356	6	362	0.0e+00	547	COG0216	Protein chain release factor A	363
2710198006	433	50.69	1	431	9	435	3.0e-105	375	COG2252	Xanthine/uracil/vitamin C permease, AzgA family	436
2710198007	547	40.66	7	545	3	546	0.0e+00	544	COG4187	Arginine utilization protein RocB	553
2710198008	576	40.76	22	573	9	557	0.0e+00	523	COG4988	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components	559
2710198009	572	34.72	1	567	1	573	0.0e+00	465	COG4987	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components	573
2710198010	203	29.86	1	203	2	206	8.0e-25	106	COG0778	Nitroreductase	207
2710198013	319	34.35	2	319	1	329	6.0e-71	261	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2710198017	422	23.8	98	419	7	335	1.0e-34	141	COG0642	Signal transduction histidine kinase	336
2710198018	758	29.84	1	747	12	745	6.0e-104	372	COG3973	DNA helicase IV	747
2710198019	276	55	4	276	1	280	4.0e-104	371	COG0656	Aldo/keto reductase, related to diketogulonate reductase	280
2710198020	136	43.07	1	136	8	139	2.0e-10	58.1	COG2259	Uncharacterized membrane protein YphA, DoxX/SURF4 family	142
2710198021	204	29.47	1	200	1	206	2.0e-28	119	COG0655	Multimeric flavodoxin WrbA	207
2710198022	294	41.46	10	287	2	286	6.0e-73	267	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2710198025	141	25	8	136	15	166	7.0e-13	66.6	COG1495	Disulfide bond formation protein DsbB	170
2710198026	557	45.37	9	532	1	505	3.0e-117	416	COG0366	Glycosidase	505
2710198027	513	25.61	227	512	2	274	5.0e-40	159	COG0388	Predicted amidohydrolase	274
2710198028	583	28.04	36	577	2	462	8.0e-89	321	COG1109	Phosphomannomutase	464
2710198030	211	45.67	2	208	1	208	6.0e-58	217	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2710198031	180	35.33	1	163	1	167	4.0e-32	130	COG0431	NAD(P)H-dependent FMN reductase	184
2710198035	470	37.14	1	470	7	495	0.0e+00	552	COG2719	Stage V sporulation protein SpoVR/YcgB, involved in spore cortex formation (function unknown)	495
2710198038	209	40.1	9	207	12	210	4.0e-26	111	COG2364	Uncharacterized membrane protein YczE	210
2710198039	535	34.26	61	524	13	461	2.0e-60	226	COG0471	Di- and tricarboxylate transporter	461
2710198040	258	36.26	1	256	2	251	2.0e-49	188	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2710198041	428	23.37	4	423	8	439	6.0e-51	195	COG2610	H+/gluconate symporter or related permease	442
2710198042	457	42.6	17	453	1	429	3.0e-114	405	COG1253	Hemolysin or related protein, contains CBS domains	429
2710198044	297	50.35	2	284	10	292	1.0e-80	293	COG1230	Co/Zn/Cd efflux system component	296
2710198046	300	59.47	1	300	1	298	5.0e-119	420	COG4989	Predicted oxidoreductase	298
2710198047	307	23.57	5	269	16	288	1.0e-20	93.9	COG2334	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	331
2710198048	328	26.35	1	328	1	327	4.0e-42	165	COG0715	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	335
2710198049	97	28.42	3	96	2	96	1.0e-17	81.8	COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	100
2710198050	241	34.18	1	235	17	253	4.0e-46	178	COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	258
2710198051	245	49.59	1	241	1	241	3.0e-81	295	COG1116	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	248
2710198052	259	29.18	6	259	3	256	1.0e-40	160	COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	256
2710198054	342	26.25	49	342	2	297	1.0e-58	220	COG1533	DNA repair photolyase	297
2710198055	142	24.82	1	135	1	139	4.0e-12	64.1	COG0394	Protein-tyrosine-phosphatase	139
2710198056	414	44.44	1	404	4	400	2.0e-91	329	COG1301	Na+/H+-dicarboxylate symporter	415
2710198057	187	24.87	2	179	2	179	7.0e-24	103	COG2249	Putative NADPH-quinone reductase (modulator of drug activity B)	189
2710198059	489	44.79	3	472	1	486	1.0e-85	310	COG0591	Na+/proline symporter	493
2710198060	465	42.92	2	465	1	461	4.0e-128	451	COG0415	Deoxyribodipyrimidine photolyase	461
2710198061	150	33.96	9	61	1	53	6.0e-07	47.1	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	68
2710198062	172	26.29	1	172	4	151	3.0e-12	65	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2710198063	686	39.69	193	625	97	542	1.0e-99	357	COG3829	Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding Fis domains	560
2710198064	500	47.79	2	498	4	481	0.0e+00	461	COG1288	Uncharacterized membrane protein YfcC, ion transporter superfamily	481
2710198065	391	22.3	1	361	1	379	1.0e-21	98.1	COG0044	Dihydroorotase or related cyclic amidohydrolase	430
2710198081	619	45.71	4	617	4	628	0.0e+00	658	COG0296	1,4-alpha-glucan branching enzyme	628
2710198082	385	58.17	1	359	1	360	0.0e+00	506	COG0448	ADP-glucose pyrophosphorylase	393
2710198083	342	31.01	1	337	2	388	2.0e-82	299	COG0448	ADP-glucose pyrophosphorylase	393
2710198084	481	44.33	2	476	2	482	0.0e+00	501	COG0297	Glycogen synthase	487
2710198085	801	45.41	7	794	8	748	0.0e+00	824	COG0058	Glucan phosphorylase	750
2710198086	251	37.17	2	114	1	104	4.0e-14	72	COG1734	RNA polymerase-binding transcription factor DksA	120
2710198087	308	38.91	17	306	9	301	9.0e-72	263	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase	303
2710198088	468	33.78	23	464	22	421	1.0e-100	360	COG1169	Isochorismate synthase EntC	423
2710198089	584	43.13	9	569	7	564	0.0e+00	596	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	566
2710198090	249	26.54	1	246	24	279	4.0e-26	111	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2710198091	272	78.34	1	272	6	282	0.0e+00	486	COG0447	1,4-Dihydroxy-2-naphthoyl-CoA synthase	282
2710198092	496	33.4	6	490	13	528	7.0e-108	384	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2710198093	373	30.81	1	358	1	365	2.0e-65	243	COG4948	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	372
2710198094	240	37.99	5	229	4	232	3.0e-49	188	COG0300	Short-chain dehydrogenase	265
2710198095	343	20.75	1	341	5	344	6.0e-43	168	COG1294	Cytochrome bd-type quinol oxidase, subunit 2	346
2710198096	452	39.34	1	444	2	451	2.0e-108	386	COG1271	Cytochrome bd-type quinol oxidase, subunit 1	457
2710198097	308	37.95	6	307	7	301	2.0e-69	256	COG0803	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA	303
2710198098	78	59.46	1	74	6	79	4.0e-26	109	COG0759	Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ	92
2710198099	157	50.94	1	156	1	157	9.0e-55	205	COG1854	S-ribosylhomocysteine lyase LuxS, autoinducer biosynthesis	161
2710198103	129	45.74	2	129	1	129	4.0e-24	103	COG4824	Phage-related holin (Lysis protein)	133
2710198106	266	32.8	16	265	3	252	1.0e-49	190	COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	258
2710198107	258	40.55	3	256	3	247	3.0e-75	275	COG1116	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	248
2710198108	333	24.48	1	333	1	330	9.0e-37	147	COG0715	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	335
2710198112	186	45	5	180	6	184	8.0e-24	103	COG1268	Biotin transporter BioY	184
2710198113	263	32.71	1	262	1	268	6.0e-44	171	COG3393	Predicted acetyltransferase, GNAT family	268
2710198115	529	60.23	1	526	1	526	0.0e+00	788	COG1866	Phosphoenolpyruvate carboxykinase, ATP-dependent	529
2710198116	400	74.24	2	397	1	386	0.0e+00	704	COG0192	S-adenosylmethionine synthetase	388
2710198117	171	43.37	1	166	3	168	1.0e-54	205	COG0663	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily	176
2710198118	267	30.91	1	263	24	298	3.0e-53	201	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily	298
2710198120	806	38.35	24	777	12	751	0.0e+00	594	COG4412	Bacillopeptidase F, M6 metalloprotease family	760
2710198121	331	26.27	23	327	17	329	2.0e-48	186	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	336
2710198123	289	65.14	1	284	23	306	0.0e+00	488	COG1242	Radical SAM superfamily enzyme	312
2710198126	408	15.93	12	389	9	382	1.0e-07	51.4	COG2814	Predicted arabinose efflux permease, MFS family	394
2710198128	167	44.44	5	164	2	163	2.0e-50	191	COG4297	Uncharacterized protein YjlB	163
2710198129	452	46.54	1	451	107	559	0.0e+00	482	COG3829	Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding Fis domains	560
2710198130	440	22.94	1	434	2	439	4.0e-46	179	COG2610	H+/gluconate symporter or related permease	442
2710198131	258	36.26	1	256	2	251	1.0e-47	183	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2710198132	804	52.69	1	803	3	814	0.0e+00	1080	COG0495	Leucyl-tRNA synthetase	814
2710198133	104	34.58	1	103	1	106	4.0e-17	79.6	COG0607	Rhodanese-related sulfurtransferase	110
2710198134	500	32.59	49	492	26	463	1.0e-88	321	COG2027	D-alanyl-D-alanine carboxypeptidase	470
2710198136	420	47.36	3	418	2	404	0.0e+00	495	COG2081	Predicted flavoprotein YhiN	408
