gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2710198393	667	6	326	SUPERFAMILY	SSF52518			
2710198393	667	342	527	SUPERFAMILY	SSF52518			
2710198394	77	1	42	SUPERFAMILY	SSF158221			
2710198395	216	1	148	SUPERFAMILY	SSF53041	IPR006119	Resolvase, N-terminal	GO:0000150|GO:0003677|GO:0006310
2710198395	216	3	149	SMART	SM00857	IPR006119	Resolvase, N-terminal	GO:0000150|GO:0003677|GO:0006310
2710198396	108	38	89	SMART	SM00257	IPR018392	LysM domain	GO:0016998
2710198396	108	36	89	SUPERFAMILY	SSF54106			
2710198397	206	82	203	SUPERFAMILY	SSF51306	IPR015927	Peptidase S24/S26A/S26B/S26C	
2710198397	206	3	70	SUPERFAMILY	SSF46785			
2710198398	444	5	104	SUPERFAMILY	SSF54368	IPR008147	Glutamine synthetase, beta-Grasp	GO:0004356|GO:0006542|GO:0006807
2710198398	444	52	70	ProSitePatterns	PS00180	IPR027302	Glutamine synthetase, N-terminal conserved site	
2710198398	444	234	249	ProSitePatterns	PS00181	IPR027303	Glutamine synthetase, glycine-rich site	
2710198398	444	105	441	SUPERFAMILY	SSF55931			
2710198399	138	12	80	ProSiteProfiles	PS50937	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2710198399	138	13	81	SMART	SM00422	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2710198399	138	16	38	ProSitePatterns	PS00552	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2710198399	138	13	89	SUPERFAMILY	SSF46955	IPR009061	DNA binding domain, putative	
2710198400	422	59	398	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2710198401	417	197	364	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198403	168	65	142	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
2710198404	191	2	180	SUPERFAMILY	SSF52499	IPR000868	Isochorismatase-like	GO:0003824|GO:0008152
2710198405	217	143	208	ProSiteProfiles	PS50043	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2710198405	217	147	204	SMART	SM00421	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2710198405	217	164	191	ProSitePatterns	PS00622	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2710198405	217	4	117	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2710198405	217	5	121	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2710198405	217	3	136	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2710198405	217	138	210	SUPERFAMILY	SSF46894	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355
2710198406	342	219	341	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710198406	342	251	342	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710198406	342	71	123	ProSiteProfiles	PS50885	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2710198406	342	150	342	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2710198409	197	10	195	SUPERFAMILY	SSF48317	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824|GO:0016020
2710198409	197	76	188	SMART	SM00014	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824|GO:0016020
2710198410	400	185	298	SUPERFAMILY	SSF55031	IPR011650	Peptidase M20, dimerisation domain	
2710198410	400	4	199	SUPERFAMILY	SSF53187			
2710198410	400	300	388	SUPERFAMILY	SSF53187			
2710198414	247	4	234	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710198414	247	28	213	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710198414	247	3	227	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198415	140	2	139	SUPERFAMILY	SSF54197	IPR011146	HIT-like domain	GO:0003824
2710198415	140	5	113	ProSiteProfiles	PS51084	IPR011146	HIT-like domain	GO:0003824
2710198415	140	86	104	ProSitePatterns	PS00892	IPR019808	Histidine triad, conserved site	
2710198419	225	45	189	ProSiteProfiles	PS50995	IPR000835	MarR-type HTH domain	GO:0003700|GO:0005622|GO:0006355
2710198419	225	69	169	SMART	SM00347	IPR000835	MarR-type HTH domain	GO:0003700|GO:0005622|GO:0006355
2710198419	225	108	142	ProSitePatterns	PS01117	IPR023187	Transcriptional regulator MarR-type, conserved site	
2710198419	225	42	181	SUPERFAMILY	SSF46785			
2710198420	112	6	109	SUPERFAMILY	SSF109915	IPR015058	Protein of unknown function DUF1878	
2710198424	317	143	236	ProSiteProfiles	PS50198	IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	GO:0016853
2710198424	317	172	193	ProSitePatterns	PS01096	IPR023058	Peptidyl-prolyl cis-trans isomerase, PpiC-type, conserved site	
2710198424	317	29	173	SUPERFAMILY	SSF109998	IPR027304	Trigger factor/SurA domain	
2710198424	317	1	20	ProSiteProfiles	PS51257			
2710198424	317	130	236	SUPERFAMILY	SSF54534			
2710198426	313	155	287	SMART	SM00471	IPR003607	HD/PDEase domain	GO:0003824
2710198426	313	29	91	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2710198426	313	143	278	SUPERFAMILY	SSF109604			
2710198427	986	15	162	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198427	986	887	973	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198428	403	4	302	SUPERFAMILY	SSF56300			
2710198430	299	3	230	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710198430	299	27	209	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710198430	299	131	145	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710198430	299	3	225	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198432	264	5	263	SUPERFAMILY	SSF52096			
2710198433	537	5	533	SUPERFAMILY	SSF56801			
2710198434	497	172	396	SMART	SM00729	IPR006638	Elongator protein 3/MiaB/NifB	GO:0003824|GO:0051536
2710198434	497	169	479	SUPERFAMILY	SSF102114			
2710198435	290	1	274	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2710198436	117	3	114	SUPERFAMILY	SSF158622			
2710198438	442	218	414	SUPERFAMILY	SSF56059			
2710198439	363	114	336	SUPERFAMILY	SSF56059			
2710198440	457	216	254	SUPERFAMILY	SSF56059			
2710198440	457	294	426	SUPERFAMILY	SSF56059			
2710198441	397	160	369	SUPERFAMILY	SSF56059			
2710198442	132	3	130	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
2710198446	305	210	272	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2710198447	365	4	235	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710198447	365	29	212	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710198447	365	237	364	SUPERFAMILY	SSF50331	IPR008995	Molybdate/tungstate binding, C-terminal	
2710198447	365	135	149	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710198447	365	4	243	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198449	72	27	36	ProSitePatterns	PS00304	IPR018126	Small acid-soluble spore protein, alpha/beta-type, conserved site	GO:0003690|GO:0006265
2710198449	72	45	59	ProSitePatterns	PS00684	IPR018126	Small acid-soluble spore protein, alpha/beta-type, conserved site	GO:0003690|GO:0006265
2710198450	461	3	458	SUPERFAMILY	SSF48557	IPR008948	L-Aspartase-like	GO:0003824
2710198450	461	315	324	ProSitePatterns	PS00163	IPR020557	Fumarate lyase, conserved site	GO:0003824
2710198451	244	2	240	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710198451	244	26	225	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710198451	244	141	155	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710198451	244	1	239	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198452	218	17	205	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2710198452	218	12	198	SUPERFAMILY	SSF161098			
2710198453	271	48	266	SMART	SM00079	IPR001320	Ionotropic glutamate receptor	GO:0004970|GO:0005234|GO:0016020
2710198453	271	48	267	SMART	SM00062	IPR001638	Extracellular solute-binding protein, family 3	GO:0005215|GO:0006810
2710198453	271	71	84	ProSitePatterns	PS01039	IPR018313	Extracellular solute-binding protein, family 3, conserved site	GO:0005215|GO:0006810|GO:0030288
2710198453	271	1	21	ProSiteProfiles	PS51257			
2710198453	271	1	267	SUPERFAMILY	SSF53850			
2710198454	202	1	200	SUPERFAMILY	SSF51735			
2710198457	672	428	662	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710198457	672	453	645	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710198457	672	5	44	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2710198457	672	19	397	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2710198457	672	138	411	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2710198457	672	565	579	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710198457	672	422	663	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198458	585	337	572	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710198458	585	363	562	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710198458	585	6	320	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2710198458	585	21	304	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2710198458	585	475	489	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710198458	585	331	573	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198461	177	109	170	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2710198461	177	1	92	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2710198464	182	138	173	ProSiteProfiles	PS50151	IPR001943	UVR domain	GO:0005515
2710198464	182	138	174	SUPERFAMILY	SSF46600	IPR001943	UVR domain	GO:0005515
2710198465	360	24	254	ProSiteProfiles	PS51510	IPR022414	ATP:guanido phosphotransferase, catalytic domain	GO:0016301|GO:0016772
2710198465	360	167	173	ProSitePatterns	PS00112	IPR022415	ATP:guanido phosphotransferase active site	GO:0016301|GO:0016772
2710198465	360	4	268	SUPERFAMILY	SSF55931			
2710198466	815	417	452	ProSiteProfiles	PS50151	IPR001943	UVR domain	GO:0005515
2710198466	815	200	344	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710198466	815	537	715	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710198466	815	295	307	ProSitePatterns	PS00870	IPR018368	ClpA/B, conserved site 1	GO:0005524
2710198466	815	714	803	SMART	SM01086	IPR019489	Clp ATPase, C-terminal	
2710198466	815	161	469	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198466	815	486	801	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198466	815	571	589	ProSitePatterns	PS00871	IPR028299	ClpA/B, conserved site 2	
2710198466	815	5	146	SUPERFAMILY	SSF81923			
2710198467	458	90	244	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710198467	458	255	269	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2710198467	458	303	457	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2710198467	458	69	218	ProSiteProfiles	PS50162	IPR020588	DNA recombination/repair protein RecA-like, ATP-binding domain	GO:0003677|GO:0005524|GO:0006259|GO:0008094
2710198467	458	68	291	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198468	357	287	345	SUPERFAMILY	SSF47781	IPR010994	RuvA domain 2-like	
2710198468	357	19	143	SUPERFAMILY	SSF143597			
2710198469	363	163	270	SMART	SM00670	IPR002716	PIN domain	
2710198469	363	292	353	ProSiteProfiles	PS50926	IPR002792	TRAM domain	
2710198469	363	164	291	SUPERFAMILY	SSF88723			
2710198470	234	99	106	ProSitePatterns	PS01295	IPR018294	4-diphosphocytidyl-2C-methyl-D-erythritol synthase, conserved site	GO:0003824|GO:0008299
2710198470	234	4	222	SUPERFAMILY	SSF53448			
2710198471	158	1	157	SUPERFAMILY	SSF69765	IPR003526	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	GO:0008685|GO:0016114
2710198471	158	36	51	ProSitePatterns	PS01350	IPR020555	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, conserved site	GO:0008685
2710198472	485	11	22	ProSitePatterns	PS00178	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2710198472	485	298	483	SUPERFAMILY	SSF48163	IPR008925	Aminoacyl-tRNA synthetase, class I, anticodon-binding	GO:0000049
2710198472	485	5	314	SUPERFAMILY	SSF52374			
2710198473	216	4	168	SUPERFAMILY	SSF51161	IPR011004	Trimeric LpxA-like	
2710198473	216	126	154	ProSitePatterns	PS00101	IPR018357	Hexapeptide transferase, conserved site	GO:0016740
2710198474	466	316	464	SUPERFAMILY	SSF47323	IPR009080	Aminoacyl-tRNA synthetase, class 1a, anticodon-binding	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2710198474	466	353	416	SMART	SM00840	IPR015273	Cysteinyl-tRNA synthetase, class Ia, DALR	GO:0000166|GO:0004817|GO:0005524|GO:0005737|GO:0006423
2710198474	466	4	313	SUPERFAMILY	SSF52374			
2710198475	141	1	135	SMART	SM00535	IPR000999	Ribonuclease III domain	GO:0003723|GO:0004525|GO:0006396
2710198475	141	10	131	SUPERFAMILY	SSF69065	IPR000999	Ribonuclease III domain	GO:0003723|GO:0004525|GO:0006396
2710198476	247	5	79	SMART	SM00967	IPR013123	RNA 2-O ribose methyltransferase, substrate binding	GO:0008168
2710198476	247	4	76	SUPERFAMILY	SSF55315			
2710198476	247	67	243	SUPERFAMILY	SSF75217			
2710198478	217	161	210	SMART	SM00421	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2710198478	217	178	205	ProSitePatterns	PS00622	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2710198478	217	61	74	ProSitePatterns	PS00715	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2710198478	217	124	211	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2710198478	217	18	106	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2710198479	59	4	32	ProSitePatterns	PS01067	IPR001901	Protein translocase complex, SecE/Sec61-gamma subunit	GO:0006605|GO:0006886|GO:0016020
2710198480	177	123	150	SMART	SM00739	IPR005824	KOW	
2710198480	177	2	113	SMART	SM00738	IPR006645	Transcription antitermination protein NusG, N-terminal domain	GO:0006355
2710198480	177	2	114	SUPERFAMILY	SSF82679	IPR006645	Transcription antitermination protein NusG, N-terminal domain	GO:0006355
2710198480	177	121	177	SUPERFAMILY	SSF50104	IPR008991	Translation protein SH3-like domain	
2710198480	177	160	169	ProSitePatterns	PS01014	IPR015869	Transcription antitermination protein, NusG, bacteria, conserved site	
2710198481	141	9	140	SMART	SM00649	IPR000911	Ribosomal protein L11/L12	GO:0003735|GO:0005840|GO:0006412
2710198481	141	67	140	SUPERFAMILY	SSF46906	IPR020783	Ribosomal protein L11, C-terminal	GO:0003735|GO:0005840|GO:0006412
2710198481	141	2	84	SUPERFAMILY	SSF54747	IPR020784	Ribosomal protein L11, N-terminal	
2710198481	141	126	141	ProSitePatterns	PS00359	IPR020785	Ribosomal protein L11, conserved site	GO:0003735|GO:0005840|GO:0006412
2710198482	233	121	139	ProSitePatterns	PS01199	IPR023673	Ribosomal protein L1, conserved site	
2710198482	233	6	226	SUPERFAMILY	SSF56808	IPR023674	Ribosomal protein L1-like	
2710198484	166	8	42	ProSitePatterns	PS01109	IPR002363	Ribosomal protein L10, eubacterial, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198484	166	5	160	SUPERFAMILY	SSF160369			
2710198485	119	1	55	SUPERFAMILY	SSF48300	IPR008932	Ribosomal protein L7/L12, oligomerisation	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198485	119	49	119	SUPERFAMILY	SSF54736	IPR014719	Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like	
2710198486	208	19	205	SUPERFAMILY	SSF53335			
2710198487	1185	921	933	ProSitePatterns	PS01166	IPR007121	RNA polymerase, beta subunit, conserved site	GO:0003677|GO:0003899|GO:0006351
2710198487	1185	7	274	SUPERFAMILY	SSF64484			
2710198487	1185	371	662	SUPERFAMILY	SSF64484			
2710198487	1185	719	1147	SUPERFAMILY	SSF64484			
2710198488	1199	224	503	SMART	SM00663	IPR006592	RNA polymerase, N-terminal	GO:0003677|GO:0003899|GO:0006351
2710198488	1199	4	1078	SUPERFAMILY	SSF64484			
2710198488	1199	1119	1180	SUPERFAMILY	SSF64484			
2710198489	82	5	81	SUPERFAMILY	SSF55315			
2710198490	140	56	63	ProSitePatterns	PS00055	IPR006032	Ribosomal protein S12/S23	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198490	140	2	136	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2710198491	156	1	149	SUPERFAMILY	SSF47973	IPR023798	Ribosomal protein S7 domain	
2710198492	692	598	685	SMART	SM00838	IPR000640	Translation elongation factor EFG, V domain	
2710198492	692	51	66	ProSitePatterns	PS00301	IPR000795	Elongation factor, GTP-binding domain	GO:0003924|GO:0005525
2710198492	692	478	596	SMART	SM00889	IPR005517	Translation elongation factor EFG/EF2, domain IV	GO:0005525
2710198492	692	263	400	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
2710198492	692	402	479	SUPERFAMILY	SSF54980	IPR009022	Elongation factor G, III-V domain	
2710198492	692	601	688	SUPERFAMILY	SSF54980	IPR009022	Elongation factor G, III-V domain	
2710198492	692	477	597	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2710198492	692	6	279	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198493	396	52	67	ProSitePatterns	PS00301	IPR000795	Elongation factor, GTP-binding domain	GO:0003924|GO:0005525
2710198493	396	204	303	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
2710198493	396	304	396	SUPERFAMILY	SSF50465	IPR009001	Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal	
2710198493	396	6	220	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198494	216	143	158	ProSitePatterns	PS00361	IPR018268	Ribosomal protein S10, conserved site	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198494	216	119	216	SUPERFAMILY	SSF54999	IPR027486	Ribosomal protein S10 domain	
2710198495	209	1	207	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
2710198495	209	102	125	ProSitePatterns	PS00474	IPR019926	Ribosomal protein L3, conserved site	
2710198496	207	1	206	SUPERFAMILY	SSF52166	IPR023574	Ribosomal protein L4 domain	GO:0003735|GO:0005840|GO:0006412
2710198497	94	76	91	ProSitePatterns	PS00050	IPR001014	Ribosomal protein L23/L25, conserved site	
2710198497	94	1	91	SUPERFAMILY	SSF54189	IPR012678	Ribosomal protein L23/L15e core domain	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198498	276	126	273	SUPERFAMILY	SSF50104	IPR008991	Translation protein SH3-like domain	
2710198498	276	2	125	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2710198498	276	218	229	ProSitePatterns	PS00467	IPR022671	Ribosomal protein L2, conserved site	GO:0003735|GO:0005840|GO:0006412
2710198499	92	53	77	ProSitePatterns	PS00323	IPR020934	Ribosomal protein S19 conserved site	GO:0003723
2710198499	92	3	84	SUPERFAMILY	SSF54570	IPR023575	Ribosomal protein S19, superfamily	GO:0003735|GO:0005840|GO:0006412
2710198500	113	1	112	SUPERFAMILY	SSF54843	IPR001063	Ribosomal protein L22/L17	GO:0003735|GO:0005840|GO:0006412
2710198500	113	83	107	ProSitePatterns	PS00464	IPR018260	Ribosomal protein L22/L17, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198501	218	107	205	SUPERFAMILY	SSF54821	IPR001351	Ribosomal protein S3, C-terminal	GO:0003735|GO:0005840|GO:0006412
2710198501	218	38	106	ProSiteProfiles	PS50823	IPR004044	K Homology domain, type 2	GO:0003723
2710198501	218	59	124	SMART	SM00322	IPR004087	K Homology domain	GO:0003723
2710198501	218	2	105	SUPERFAMILY	SSF54814	IPR009019	K homology domain, prokaryotic type	GO:0003723
2710198501	218	162	196	ProSitePatterns	PS00548	IPR018280	Ribosomal protein S3, conserved site	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198502	144	1	137	SUPERFAMILY	SSF54686	IPR016180	Ribosomal protein L10e/L16	GO:0003735|GO:0005840|GO:0006412
2710198502	144	59	70	ProSitePatterns	PS00586	IPR020798	Ribosomal protein L16, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198502	144	82	93	ProSitePatterns	PS00701	IPR020798	Ribosomal protein L16, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198503	67	1	64	SUPERFAMILY	SSF46561	IPR001854	Ribosomal protein L29	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198504	87	7	84	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2710198504	87	58	70	ProSitePatterns	PS00056	IPR019979	Ribosomal protein S17, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198505	122	60	86	ProSitePatterns	PS00049	IPR019972	Ribosomal protein L14 conserved site	
2710198505	122	1	122	SUPERFAMILY	SSF50193	IPR023571	Ribosomal protein L14 domain	GO:0003735|GO:0005840|GO:0006412
2710198506	103	2	29	SMART	SM00739	IPR005824	KOW	
2710198506	103	6	23	ProSitePatterns	PS01108	IPR005825	Ribosomal protein L24/L26, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198506	103	1	100	SUPERFAMILY	SSF50104	IPR008991	Translation protein SH3-like domain	
2710198507	179	57	73	ProSitePatterns	PS00358	IPR020929	Ribosomal protein L5, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198507	179	3	178	SUPERFAMILY	SSF55282	IPR022803	Ribosomal protein L5 domain	
2710198508	61	23	45	ProSitePatterns	PS00527	IPR018271	Ribosomal protein S14, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198508	61	3	61	SUPERFAMILY	SSF57716			
2710198509	132	3	132	SUPERFAMILY	SSF56047	IPR000630	Ribosomal protein S8	GO:0003735|GO:0005840|GO:0006412
2710198509	132	102	119	ProSitePatterns	PS00053	IPR000630	Ribosomal protein S8	GO:0003735|GO:0005840|GO:0006412
2710198510	179	155	163	ProSitePatterns	PS00525	IPR002358	Ribosomal protein L6, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198510	179	1	83	SUPERFAMILY	SSF56053	IPR020040	Ribosomal protein L6, alpha-beta domain	GO:0003735|GO:0005840|GO:0006412|GO:0019843
2710198510	179	84	178	SUPERFAMILY	SSF56053	IPR020040	Ribosomal protein L6, alpha-beta domain	GO:0003735|GO:0005840|GO:0006412|GO:0019843
2710198511	120	7	118	SUPERFAMILY	SSF53137			
2710198512	166	11	74	ProSiteProfiles	PS50881	IPR013810	Ribosomal protein S5, N-terminal	GO:0003723|GO:0003735|GO:0005840|GO:0006412
2710198512	166	28	60	ProSitePatterns	PS00585	IPR018192	Ribosomal protein S5, N-terminal, conserved site	
2710198512	166	79	159	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2710198512	166	9	76	SUPERFAMILY	SSF54768			
2710198513	60	5	59	SUPERFAMILY	SSF55129	IPR016082	Ribosomal protein L30, ferredoxin-like fold domain	
2710198513	60	23	55	ProSitePatterns	PS00634	IPR018038	Ribosomal protein L30, conserved site	
2710198514	146	110	140	ProSitePatterns	PS00475	IPR001196	Ribosomal protein L15, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2710198514	146	4	142	SUPERFAMILY	SSF52080	IPR021131	Ribosomal protein L18e/L15P	
2710198515	430	68	87	ProSitePatterns	PS00755	IPR002208	SecY/SEC61-alpha family	GO:0015031|GO:0016020
2710198515	430	165	182	ProSitePatterns	PS00756	IPR002208	SecY/SEC61-alpha family	GO:0015031|GO:0016020
2710198515	430	1	420	SUPERFAMILY	SSF103491	IPR023201	SecY subunit domain	
2710198516	216	81	92	ProSitePatterns	PS00113	IPR000850	Adenylate kinase/UMP-CMP kinase	GO:0005524|GO:0006139|GO:0019205
2710198516	216	3	213	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710198517	248	1	247	SUPERFAMILY	SSF55920	IPR000994	Peptidase M24, structural domain	
2710198517	248	165	183	ProSitePatterns	PS00680	IPR002467	Peptidase M24A, methionine aminopeptidase, subfamily 1	GO:0004177|GO:0006508|GO:0008235
2710198518	107	10	77	SUPERFAMILY	SSF50104	IPR008991	Translation protein SH3-like domain	
2710198519	72	1	72	ProSiteProfiles	PS50832	IPR006196	RNA-binding domain, S1, IF1 type	GO:0003723|GO:0003743|GO:0006413
2710198519	72	1	71	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2710198519	72	4	72	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2710198520	37	1	37	SUPERFAMILY	SSF57840	IPR000473	Ribosomal protein L36	GO:0003735|GO:0005622|GO:0005840|GO:0006412
